0.6119	6.6478	564.14
0.3406	4.0696	928.61
0.2119	2.8331	1344.83
0.1351	2.4893	1560.27
0.0385	2.9022	87.04
0.024	2.3292	108.76
0.0176	1.8546	136.69
0.015	1.7988	141.09
0.151	3.582	274.28
0.0869	2.7078	366.33
0.0539	2.1833	457.58
0.0386	2.0861	481.80
2.642	19.2504	748.35
1.4643	10.4372	1376.52
0.8128	5.9592	2419.06
0.5259	4.1586	3496.93
0.3016	4.488	427.55
0.1716	3.1172	622.59
0.1037	2.4177	812.01
0.0713	2.2597	878.32
