0.207	3.3612	1147.80
0.1281	2.9187	1343.98
0.0592	2.6265	1524.58
0.0175	2.0892	121.47
0.0154	2.0928	121.39
0.0142	2.0274	125.34
0.0142	2.0404	124.55
0.0551	2.4398	410.32
0.0373	2.3982	420.32
0.0265	2.273	445.14
0.0233	2.3164	437.50
0.6982	10.6113	1448.56
0.4294	6.4339	2386.85
0.2865	4.1001	3734.31
0.2005	3.3702	4587.24
0.1068	2.7546	715.54
0.0672	2.5925	769.77
0.0469	2.4362	824.44
0.0353	2.4043	839.15
