0.207	3.3052	1166.15
0.1172	2.6984	1454.35
0.0703	2.3373	1700.65
0.0523	2.1234	1881.96
0.0176	2.0942	121.18
0.0135	1.8776	135.32
0.0114	1.7444	145.73
0.0114	1.6892	150.46
0.0553	2.4438	409.61
0.0339	2.1663	465.24
0.0226	1.9874	509.24
0.0191	1.8805	538.84
0.8086	8.6644	1729.36
0.4494	5.2253	2886.72
0.2615	3.2975	4602.51
0.1814	2.6624	5759.60
0.107	2.7661	712.63
0.061	2.3756	840.23
0.0393	2.133	942.43
0.0294	1.9569	1030.66
