0.61	6.6161	566.77
0.3276	3.9409	959.42
0.1899	2.6794	1427.15
0.1156	2.2721	1714.84
0.0377	2.8932	87.33
0.0222	2.1986	115.24
0.0152	1.7082	148.48
0.0122	1.6032	158.40
0.1494	3.57	275.26
0.082	2.5908	383.01
0.0466	2.0312	492.66
0.0316	1.8723	537.64
2.6216	19.2506	749.05
1.415	10.3037	1398.01
0.7308	5.7855	2514.02
0.4598	3.7482	3892.67
0.3003	4.5051	426.12
0.1638	2.9905	649.11
0.092	2.2669	867.90
0.0599	2.0417	974.13
